locale,type,week_zero,week_one,week_two,week_few,week_many,week_other,day_zero,day_one,day_two,day_few,day_many,day_other,hour_zero,hour_one,hour_two,hour_few,hour_many,hour_other,minute_zero,minute_one,minute_two,minute_few,minute_many,minute_other,second_zero,second_one,second_two,second_few,second_many,second_other
nl-SX,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nmg,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nmg,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nn,wide,,{0} veke,,,,{0} veker,,{0} døgn,,,,{0} døgn,,{0} time,,,,{0} timar,,{0} minutt,,,,{0} minutt,,{0} sekund,,,,{0} sekund
nn,narrow,,{0}v,,,,{0}v,,{0}d,,,,{0}d,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0}s,,,,{0}s
nnh,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nnh,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
no,wide,,{0} uke,,,,{0} uker,,{0} døgn,,,,{0} døgn,,{0} time,,,,{0} timer,,{0} minutt,,,,{0} minutter,,{0} sekund,,,,{0} sekunder
no,narrow,,{0}u,,,,{0}u,,{0}d,,,,{0}d,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0}s,,,,{0}s
nus,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nus,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nyn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nyn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
om,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
om,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
om-KE,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
om-KE,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
or,wide,,{0} ସପ୍ତାହ,,,,{0} ସପ୍ତାହ,,{0} ଦିନ,,,,{0} ଦିନ,,{0} ଘଣ୍ଟା,,,,{0} ଘଣ୍ଟା,,{0} ମିନିଟ୍‌,,,,{0} ମିନିଟ୍,,{0} ସେକେଣ୍ଡ,,,,{0} ସେକେଣ୍ଡ
or,narrow,,{0}ସପ୍,,,,{0} ସପ୍,,{0}ଦିନ,,,,{0}ଦିନ,,{0}ଘଣ୍ଟା,,,,{0}ଘଣ୍ଟା,,{0}ମିନିଟ୍‌,,,,{0}ମିନିଟ୍‌,,{0}ସେକ୍,,,,{0}ସେକ୍
os,wide,,{0} къуыри,,,,{0} къуырийы,,{0} бон,,,,{0} боны,,{0} сахат,,,,{0} сахаты,,{0} минут,,,,{0} минуты,,{0} секунд,,,,{0} секунды
os,narrow,,,,,,{0} w,,{0} бон,,,,{0} боны,,{0} с.,,,,{0} с.,,{0} мин.,,,,{0} мин.,,,,,,{0} s
os-RU,wide,,{0} къуыри,,,,{0} къуырийы,,{0} бон,,,,{0} боны,,{0} сахат,,,,{0} сахаты,,{0} минут,,,,{0} минуты,,{0} секунд,,,,{0} секунды
os-RU,narrow,,,,,,{0} w,,{0} бон,,,,{0} боны,,{0} с.,,,,{0} с.,,{0} мин.,,,,{0} мин.,,,,,,{0} s
pa,wide,,{0} ਹਫ਼ਤਾ,,,,{0} ਹਫ਼ਤੇ,,{0} ਦਿਨ,,,,{0} ਦਿਨ,,{0} ਘੰਟਾ,,,,{0} ਘੰਟੇ,,{0} ਮਿੰਟ,,,,{0} ਮਿੰਟ,,{0} ਸਕਿੰਟ,,,,{0} ਸਕਿੰਟ
pa,narrow,,{0} ਹਫ਼ਤਾ,,,,{0} ਹਫ਼ਤੇ,,{0} ਦਿਨ,,,,{0} ਦਿਨ,,{0} ਘੰਟਾ,,,,{0} ਘੰਟੇ,,{0} ਮਿੰਟ,,,,{0} ਮਿੰਟ,,{0} ਸਕਿੰਟ,,,,{0} ਸਕਿੰਟ
pa-Arab,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pa-Arab,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pa-Guru,wide,,{0} ਹਫ਼ਤਾ,,,,{0} ਹਫ਼ਤੇ,,{0} ਦਿਨ,,,,{0} ਦਿਨ,,{0} ਘੰਟਾ,,,,{0} ਘੰਟੇ,,{0} ਮਿੰਟ,,,,{0} ਮਿੰਟ,,{0} ਸਕਿੰਟ,,,,{0} ਸਕਿੰਟ
pa-Guru,narrow,,{0} ਹਫ਼ਤਾ,,,,{0} ਹਫ਼ਤੇ,,{0} ਦਿਨ,,,,{0} ਦਿਨ,,{0} ਘੰਟਾ,,,,{0} ਘੰਟੇ,,{0} ਮਿੰਟ,,,,{0} ਮਿੰਟ,,{0} ਸਕਿੰਟ,,,,{0} ਸਕਿੰਟ
pcm,wide,,{0} Wik,,,,{0} Wik,,{0} Dè,,,,{0} Dè,,{0} Áwa,,,,{0} Áwa,,{0} Mínit,,,,{0} Mínit,,{0} Sẹ́kọn,,,,{0} Sẹ́kọn
pcm,narrow,,{0}Wik,,,,{0}Wik,,{0}Dè,,,,{0}Dè,,{0}Áwa,,,,{0}Áwa,,{0}Mínit,,,,{0}Mínit,,{0}Sẹ́kọn,,,,{0}Sẹ́kọn
pl,wide,,{0} tydzień,,{0} tygodnie,{0} tygodni,{0} tygodnia,,{0} dzień,,{0} dni,{0} dni,{0} dnia,,{0} godzina,,{0} godziny,{0} godzin,{0} godziny,,{0} minuta,,{0} minuty,{0} minut,{0} minuty,,{0} sekunda,,{0} sekundy,{0} sekund,{0} sekundy
pl,narrow,,{0} t.,,{0} t.,{0} t.,{0} t.,,{0} d.,,{0} d.,{0} d.,{0} d.,,{0} h,,{0} h,{0} h,{0} h,,,,,,{0} min,,{0} s,,{0} s,{0} s,{0} s
ps,wide,,{0} اونۍ,,,,{0} اونۍ,,{0} ورځ,,,,{0} ورځې,,{0} ساعت,,,,{0} h,,{0} دقیقه,,,,{0} دقیقې,,{0} ثانیه,,,,{0} ثانیې
ps,narrow,,{0} w,,,,{0} w,,{0} ورځ,,,,{0}d,,,,,,{0} h,,{0}m,,,,{0}m,,{0} s,,,,{0} s
ps-PK,wide,,{0} اونۍ,,,,{0} اونۍ,,{0} ورځ,,,,{0} ورځے,,{0} ساعت,,,,{0} h,,{0} دقیقه,,,,{0} دقیقې,,{0} ثانیه,,,,{0} ثانیې
ps-PK,narrow,,{0} w,,,,{0} w,,{0} ورځ,,,,{0}d,,,,,,{0} h,,{0}m,,,,{0}m,,{0} s,,,,{0} s
pt,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-AO,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-AO,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-CH,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-CH,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-CV,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-CV,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-GQ,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-GQ,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-GW,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-GW,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-LU,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-LU,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-MO,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-MO,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-MZ,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-MZ,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-PT,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-PT,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-ST,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-ST,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
pt-TL,wide,,{0} semana,,,,{0} semanas,,{0} dia,,,,{0} dias,,{0} hora,,,,{0} horas,,{0} minuto,,,,{0} minutos,,{0} segundo,,,,{0} segundos
pt-TL,narrow,,{0} sem.,,,,{0} sem.,,{0} dia,,,,{0} dias,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
qu,wide,,,,,,{0} semana,,,,,,{0} punchaw,,,,,,{0} hora,,,,,,{0} minuto,,,,,,{0} segundo
qu,narrow,,,,,,{0} s,,,,,,{0} p,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
qu-BO,wide,,,,,,{0} semana,,,,,,{0} punchaw,,,,,,{0} hora,,,,,,{0} minuto,,,,,,{0} segundo
qu-BO,narrow,,,,,,{0} s,,,,,,{0} p,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
qu-EC,wide,,,,,,{0} semana,,,,,,{0} punchaw,,,,,,{0} hora,,,,,,{0} minuto,,,,,,{0} segundo
qu-EC,narrow,,,,,,{0} s,,,,,,{0} p,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
rm,wide,,{0} emna,,,,{0} emnas,,{0} di,,,,{0} dis,,{0} h,,,,{0} h,,{0} minuta,,,,{0} minutas,,{0} secunda,,,,{0} secundas
rm,narrow,,{0}e.,,,,{0}e.,,{0}d,,,,{0}d,,{0}h,,,,{0}h,,{0}m,,,,{0}m,,{0}s,,,,{0}s
rn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
rn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ro,wide,,{0} săptămână,,{0} săptămâni,,{0} de săptămâni,,{0} zi,,{0} zile,,{0} de zile,,{0} oră,,{0} ore,,{0} de ore,,{0} minut,,{0} minute,,{0} de minute,,{0} secundă,,{0} secunde,,{0} de secunde
ro,narrow,,{0} săpt.,,{0} săpt.,,{0} săpt.,,{0} z,,{0} z,,{0} z,,{0} h,,{0} h,,{0} h,,{0} m,,{0} m,,{0} m,,,,,,{0} s
ro-MD,wide,,{0} săptămână,,{0} săptămâni,,{0} de săptămâni,,{0} zi,,{0} zile,,{0} de zile,,{0} oră,,{0} ore,,{0} de ore,,{0} minut,,{0} minute,,{0} de minute,,{0} secundă,,{0} secunde,,{0} de secunde
ro-MD,narrow,,{0} săpt.,,{0} săpt.,,{0} săpt.,,{0} zi,,{0} zile,,{0} zile,,{0} h,,{0} h,,{0} h,,{0} min.,,{0} min.,,{0} min.,,,,,,{0} s
rof,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
rof,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ru,wide,,{0} неделя,,{0} недели,{0} недель,{0} недели,,{0} день,,{0} дня,{0} дней,{0} дня,,{0} час,,{0} часа,{0} часов,{0} часа,,{0} минута,,{0} минуты,{0} минут,{0} минуты,,{0} секунда,,{0} секунды,{0} секунд,{0} секунды
ru,narrow,,{0} н.,,{0} н.,{0} н.,{0} н.,,{0} д.,,{0} д.,{0} д.,{0} д.,,{0} ч,,{0} ч,{0} ч,{0} ч,,{0} мин,,{0} мин,{0} мин,{0} мин,,{0} с,,{0} с,{0} с,{0} с
ru-BY,wide,,{0} неделя,,{0} недели,{0} недель,{0} недели,,{0} день,,{0} дня,{0} дней,{0} дня,,{0} час,,{0} часа,{0} часов,{0} часа,,{0} минута,,{0} минуты,{0} минут,{0} минуты,,{0} секунда,,{0} секунды,{0} секунд,{0} секунды
ru-BY,narrow,,{0} н.,,{0} н.,{0} н.,{0} н.,,{0} д.,,{0} д.,{0} д.,{0} д.,,{0} ч,,{0} ч,{0} ч,{0} ч,,{0} мин,,{0} мин,{0} мин,{0} мин,,{0} с,,{0} с,{0} с,{0} с
ru-KG,wide,,{0} неделя,,{0} недели,{0} недель,{0} недели,,{0} день,,{0} дня,{0} дней,{0} дня,,{0} час,,{0} часа,{0} часов,{0} часа,,{0} минута,,{0} минуты,{0} минут,{0} минуты,,{0} секунда,,{0} секунды,{0} секунд,{0} секунды
ru-KG,narrow,,{0} н.,,{0} н.,{0} н.,{0} н.,,{0} д.,,{0} д.,{0} д.,{0} д.,,{0} ч,,{0} ч,{0} ч,{0} ч,,{0} мин,,{0} мин,{0} мин,{0} мин,,{0} с,,{0} с,{0} с,{0} с
ru-KZ,wide,,{0} неделя,,{0} недели,{0} недель,{0} недели,,{0} день,,{0} дня,{0} дней,{0} дня,,{0} час,,{0} часа,{0} часов,{0} часа,,{0} минута,,{0} минуты,{0} минут,{0} минуты,,{0} секунда,,{0} секунды,{0} секунд,{0} секунды
ru-KZ,narrow,,{0} н.,,{0} н.,{0} н.,{0} н.,,{0} д.,,{0} д.,{0} д.,{0} д.,,{0} ч,,{0} ч,{0} ч,{0} ч,,{0} мин,,{0} мин,{0} мин,{0} мин,,{0} с,,{0} с,{0} с,{0} с
ru-MD,wide,,{0} неделя,,{0} недели,{0} недель,{0} недели,,{0} день,,{0} дня,{0} дней,{0} дня,,{0} час,,{0} часа,{0} часов,{0} часа,,{0} минута,,{0} минуты,{0} минут,{0} минуты,,{0} секунда,,{0} секунды,{0} секунд,{0} секунды
ru-MD,narrow,,{0} н.,,{0} н.,{0} н.,{0} н.,,{0} д.,,{0} д.,{0} д.,{0} д.,,{0} ч,,{0} ч,{0} ч,{0} ч,,{0} мин,,{0} мин,{0} мин,{0} мин,,{0} с,,{0} с,{0} с,{0} с
ru-UA,wide,,{0} неделя,,{0} недели,{0} недель,{0} недели,,{0} день,,{0} дня,{0} дней,{0} дня,,{0} час,,{0} часа,{0} часов,{0} часа,,{0} минута,,{0} минуты,{0} минут,{0} минуты,,{0} секунда,,{0} секунды,{0} секунд,{0} секунды
ru-UA,narrow,,{0} н.,,{0} н.,{0} н.,{0} н.,,{0} д.,,{0} д.,{0} д.,{0} д.,,{0} ч,,{0} ч,{0} ч,{0} ч,,{0} мин,,{0} мин,{0} мин,{0} мин,,{0} с,,{0} с,{0} с,{0} с
rw,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
rw,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
rwk,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
rwk,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sa,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sa,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sah,wide,,,,,,{0} нэдиэлэ,,,,,,{0} күн,,,,,,{0} чаас,,,,,,{0} мүнүүтэ,,,,,,{0} сөкүүндэ
sah,narrow,,,,,,{0} н.,,,,,,{0} к.,,,,,,{0} ч,,,,,,{0} мүн,,,,,,{0} с
saq,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
saq,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sat,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sat,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sat-Olck,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sat-Olck,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sbp,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sbp,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sc,wide,,{0} chida,,,,{0} chidas,,{0} die,,,,{0} dies,,{0} ora,,,,{0} oras,,{0} minutu,,,,{0} minutos,,{0} segundu,,,,{0} segundos
sc,narrow,,{0}ch.,,,,{0}ch.,,{0}d,,,,{0}d,,{0}o,,,,{0}o,,{0}m,,,,{0}m,,{0}s,,,,{0}s
sd,wide,,{0} هفتو,,,,{0} هفتا,,{0} ڏينهن,,,,{0} ڏينهن,,{0} ڪلاڪ,,,,{0} ڪلاڪ,,{0} منٽ,,,,{0} منٽ,,{0} في سيڪنڊ,,,,{0} سيڪنڊ
sd,narrow,,{0}هفتو,,,,{0}هفتا,,{0}ڏينهن,,,,{0}ڏينهن,,{0} ڪلاڪ,,,,{0} ڪلاڪ,,{0} منٽ,,,,{0} منٽ,,{0}سيڪنڊ,,,,{0}سيڪنڊ
sd-Arab,wide,,{0} هفتو,,,,{0} هفتا,,{0} ڏينهن,,,,{0} ڏينهن,,{0} ڪلاڪ,,,,{0} ڪلاڪ,,{0} منٽ,,,,{0} منٽ,,{0} في سيڪنڊ,,,,{0} سيڪنڊ
sd-Arab,narrow,,{0}هفتو,,,,{0}هفتا,,{0}ڏينهن,,,,{0}ڏينهن,,{0} ڪلاڪ,,,,{0} ڪلاڪ,,{0} منٽ,,,,{0} منٽ,,{0}سيڪنڊ,,,,{0}سيڪنڊ
sd-Deva,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sd-Deva,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
se,wide,,{0} váhku,{0} váhkku,,,{0} váhkku,,{0} jándor,{0} jándora,,,{0} jándora,,{0} diibmu,{0} diimmur,,,{0} diibmur,,{0} minuhta,{0} minuhtta,,,{0} minuhtta,,{0} sekunda,{0} sekundda,,,{0} sekundda
se,narrow,,{0}v,{0}v,,,{0}v,,{0}d,{0}d,,,{0}d,,{0}h,{0}h,,,{0}h,,{0}m,{0}m,,,{0}m,,{0}s,{0}s,,,{0}s
se-FI,wide,,{0} váhku,{0} váhkku,,,{0} váhkku,,{0} jándor,{0} jándora,,,{0} jándora,,{0} diibmu,{0} diimmur,,,{0} diibmur,,{0} minuhta,{0} minuhtta,,,{0} minuhtta,,{0} sekunda,{0} sekundda,,,{0} sekundda
se-FI,narrow,,{0}v,{0}v,,,{0}v,,{0}d,{0}d,,,{0}d,,{0}h,{0}h,,,{0}h,,{0}m,{0}m,,,{0}m,,{0}s,{0}s,,,{0}s
se-SE,wide,,{0} váhku,{0} váhkku,,,{0} váhkku,,{0} jándor,{0} jándora,,,{0} jándora,,{0} diibmu,{0} diimmur,,,{0} diibmur,,{0} minuhta,{0} minuhtta,,,{0} minuhtta,,{0} sekunda,{0} sekundda,,,{0} sekundda
se-SE,narrow,,{0}v,{0}v,,,{0}v,,{0}d,{0}d,,,{0}d,,{0}h,{0}h,,,{0}h,,{0}m,{0}m,,,{0}m,,{0}s,{0}s,,,{0}s
seh,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
seh,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ses,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ses,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sg,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sg,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
shi,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
shi,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
shi-Latn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
shi-Latn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
shi-Tfng,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
shi-Tfng,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
si,wide,,සති {0},,,,සති {0},,දින {0},,,,දින {0},,පැය {0},,,,පැය {0},,මිනිත්තු {0},,,,මිනිත්තු {0},,තත්පර {0},,,,තත්පර {0}
si,narrow,,ස {0},,,,ස {0},,දි {0},,,,දි {0},,පැය {0},,,,පැය {0},,මි {0},,,,මි {0},,ත {0},,,,ත {0}
sk,wide,,{0} týždeň,,{0} týždne,{0} týždňa,{0} týždňov,,{0} deň,,{0} dni,{0} dňa,{0} dní,,{0} hodina,,{0} hodiny,{0} hodiny,{0} hodín,,{0} minúta,,{0} minúty,{0} minúty,{0} minút,,{0} sekunda,,{0} sekundy,{0} sekundy,{0} sekúnd
sk,narrow,,{0} t.,,{0} t.,{0} t.,{0} t.,,{0} d.,,{0} d.,{0} d.,{0} d.,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sl,wide,,{0} teden,{0} tedna,{0} tedni,,{0} tednov,,{0} dan,{0} dneva,{0} dni,,{0} dni,,{0} ura,{0} uri,{0} ure,,{0} ur,,{0} minuta,{0} minuti,{0} minute,,{0} minut,,{0} sekunda,{0} sekundi,{0} sekunde,,{0} sekund
sl,narrow,,{0} t,{0} t,{0} t,,{0} t,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,{0} s,{0} s,{0} s,,{0} s
smn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
smn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
so,wide,,{0} toddobaad,,,,{0} toddobaadyo,,{0} maalin,,,,{0} maalmood,,{0} saacad,,,,{0} saacadood,,{0} daqiiqad,,,,{0} daqiiqo,,{0} ilbiriqsi,,,,{0} ilbiriqsi
so,narrow,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0} scd,,,,{0} s,,{0}d,,,,{0}d,,{0}il,,,,{0}il
so-DJ,wide,,{0} toddobaad,,,,{0} toddobaadyo,,{0} maalin,,,,{0} maalmood,,{0} saacad,,,,{0} saacadood,,{0} daqiiqad,,,,{0} daqiiqo,,{0} ilbiriqsi,,,,{0} ilbiriqsi
so-DJ,narrow,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0} scd,,,,{0} s,,{0}d,,,,{0}d,,{0}il,,,,{0}il
so-ET,wide,,{0} toddobaad,,,,{0} toddobaadyo,,{0} maalin,,,,{0} maalmood,,{0} saacad,,,,{0} saacadood,,{0} daqiiqad,,,,{0} daqiiqo,,{0} ilbiriqsi,,,,{0} ilbiriqsi
so-ET,narrow,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0} scd,,,,{0} s,,{0}d,,,,{0}d,,{0}il,,,,{0}il
so-KE,wide,,{0} toddobaad,,,,{0} toddobaadyo,,{0} maalin,,,,{0} maalmood,,{0} saacad,,,,{0} saacadood,,{0} daqiiqad,,,,{0} daqiiqo,,{0} ilbiriqsi,,,,{0} ilbiriqsi
so-KE,narrow,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0} scd,,,,{0} s,,{0}d,,,,{0}d,,{0}il,,,,{0}il
sq,wide,,{0} javë,,,,{0} javë,,{0} ditë,,,,{0} ditë,,{0} orë,,,,{0} orë,,{0} minutë,,,,{0} minuta,,{0} sekondë,,,,{0} sekonda
sq,narrow,,{0} javë,,,,{0} javë,,{0} ditë,,,,{0} ditë,,{0} orë,,,,{0} orë,,{0} min.,,,,{0} min.,,{0} sek.,,,,{0} sek.
sq-MK,wide,,{0} javë,,,,{0} javë,,{0} ditë,,,,{0} ditë,,{0} orë,,,,{0} orë,,{0} minutë,,,,{0} minuta,,{0} sekondë,,,,{0} sekonda
sq-MK,narrow,,{0} javë,,,,{0} javë,,{0} ditë,,,,{0} ditë,,{0} orë,,,,{0} orë,,{0} min.,,,,{0} min.,,{0} sek.,,,,{0} sek.
sq-XK,wide,,{0} javë,,,,{0} javë,,{0} ditë,,,,{0} ditë,,{0} orë,,,,{0} orë,,{0} minutë,,,,{0} minuta,,{0} sekondë,,,,{0} sekonda
sq-XK,narrow,,{0} javë,,,,{0} javë,,{0} ditë,,,,{0} ditë,,{0} orë,,,,{0} orë,,{0} min.,,,,{0} min.,,{0} sek.,,,,{0} sek.
